infection_index,time,viral_load,person_id,date,phase
42,0,9.226560312436265,140,17,pre_offset
42,4,9.100994404434545,140,21,pre_offset
42,8,1.0661542478632233,140,25,pre_offset
43,0,8.411176558297267,142,441,pre_offset
43,4,6.378917792424063,142,445,pre_offset
44,0,2.8674518935796076,145,353,pre_offset
44,4,11.61995537235345,145,357,pre_offset
44,8,7.211951885740441,145,361,pre_offset
45,0,4.7179837560366265,155,57,pre_offset
45,4,12.021086195407937,155,61,pre_offset
45,8,3.3200743765667156,155,65,pre_offset
46,0,7.364335694186727,157,77,pre_offset
46,4,10.699810827848117,157,81,pre_offset
46,8,2.083144133420475,157,85,pre_offset
47,0,5.057492192810794,159,357,pre_offset
47,4,13.149722982654474,159,361,pre_offset
47,8,5.1314250373334005,159,365,pre_offset
48,0,8.679923942221492,168,289,pre_offset
48,4,7.6997339656949295,168,293,pre_offset
49,0,2.7051609357867394,169,437,pre_offset
49,4,11.063750893171408,169,441,pre_offset
49,8,6.416114906722783,169,445,pre_offset
50,0,3.583270276241318,170,277,pre_offset
50,4,10.866595533366468,170,281,pre_offset
50,8,6.458300463783128,170,285,pre_offset
51,0,8.845843634648404,173,157,pre_offset
51,4,7.7896223118893255,173,161,pre_offset
52,0,6.899920395392043,175,165,pre_offset
52,4,10.116418300797255,175,169,pre_offset
52,8,1.1877879166309684,175,173,pre_offset
53,0,8.986036907643687,176,41,pre_offset
53,4,6.180586705617335,176,45,pre_offset
54,0,9.183641309143047,178,305,pre_offset
54,4,7.600340360497952,178,309,pre_offset
55,0,4.593605453408554,181,489,pre_offset
55,4,12.735197267196916,181,493,pre_offset
55,8,4.787008313954718,181,497,pre_offset
56,0,2.857501438807874,184,481,pre_offset
56,4,11.403862645666054,184,485,pre_offset
56,8,6.122034260863616,184,489,pre_offset
57,0,5.33183245405602,191,257,pre_offset
57,4,12.865487001653719,191,261,pre_offset
57,8,4.0577658199021815,191,265,pre_offset
58,0,8.566926999683536,196,25,pre_offset
58,4,8.567305193762802,196,29,pre_offset
58,8,0.6926032767248467,196,33,pre_offset
59,0,4.895384110027337,200,393,pre_offset
59,4,12.154506630644578,200,397,pre_offset
59,8,5.405189749942013,200,401,pre_offset
60,0,3.0530244495878014,204,165,pre_offset
60,4,10.88634981212926,204,169,pre_offset
60,8,6.498224781989244,204,173,pre_offset
61,0,2.723973852727231,208,245,pre_offset
61,4,10.469735958907505,208,249,pre_offset
61,8,7.492542218924199,208,253,pre_offset
62,0,5.264749414842563,210,233,pre_offset
62,4,13.597940757505393,210,237,pre_offset
62,8,4.951402340952324,210,241,pre_offset
63,0,4.823363988064991,211,77,pre_offset
63,4,13.331307562415363,211,81,pre_offset
63,8,5.653432128127065,211,85,pre_offset
64,0,8.625129097332076,212,381,pre_offset
64,4,9.860641306160248,212,385,pre_offset
64,8,2.4086042614857677,212,389,pre_offset
65,0,4.930214312689625,230,269,pre_offset
65,4,12.978737499361152,230,273,pre_offset
65,8,4.238230925377665,230,277,pre_offset
66,0,8.935944004569047,232,97,pre_offset
66,4,9.10421449490197,232,101,pre_offset
66,8,1.1510159597871077,232,105,pre_offset
67,0,3.177411008503955,233,125,pre_offset
67,4,10.76593419316391,233,129,pre_offset
67,8,6.647790995485562,233,133,pre_offset
68,0,7.052181287059224,234,329,pre_offset
68,4,9.753261298306821,234,333,pre_offset
68,8,1.2709757576290943,234,337,pre_offset
69,0,5.404081708170727,239,285,pre_offset
69,4,13.533178294467778,239,289,pre_offset
69,8,7.081799727391036,239,293,pre_offset
70,0,8.953221238157036,242,289,pre_offset
70,4,8.97561302540625,242,293,pre_offset
70,8,0.11579370196451844,242,297,pre_offset
71,0,4.619848699797327,244,317,pre_offset
71,4,13.047944997279188,244,321,pre_offset
71,8,5.683930942295617,244,325,pre_offset
72,0,4.996682083269124,247,313,pre_offset
72,4,11.9209310933074,247,317,pre_offset
72,8,2.20190367608937,247,321,pre_offset
73,0,7.246480946382883,249,357,pre_offset
73,4,9.178254646802491,249,361,pre_offset
73,8,1.186359436233149,249,365,pre_offset
74,0,8.733386357671385,252,305,pre_offset
74,4,8.171634871355103,252,309,pre_offset
74,8,0.05099194330041357,252,313,pre_offset
75,0,6.509748413743882,257,265,pre_offset
75,4,10.309920031554586,257,269,pre_offset
75,8,3.0646727040440354,257,273,pre_offset
76,0,2.8526726447619453,259,437,pre_offset
76,4,12.062193251771882,259,441,pre_offset
76,8,7.78328290683087,259,445,pre_offset
77,0,5.195247965933197,265,321,pre_offset
77,4,12.937337543232507,265,325,pre_offset
77,8,4.98106180266551,265,329,pre_offset
78,0,6.771735579378957,267,469,pre_offset
78,4,10.578463974128205,267,473,pre_offset
78,8,2.8231287065463038,267,477,pre_offset
79,0,5.083936701694296,268,173,pre_offset
79,4,13.124310305864991,268,177,pre_offset
79,8,4.742668587316202,268,181,pre_offset
80,0,6.9205049755225065,277,409,pre_offset
80,4,12.340483503848432,277,413,pre_offset
80,8,4.476253726334988,277,417,pre_offset
81,0,2.9851391632561817,278,349,pre_offset
81,4,10.884537315044643,278,353,pre_offset
81,8,6.846233360068146,278,357,pre_offset
82,0,8.141987775130682,282,77,pre_offset
82,4,11.44067195980952,282,81,pre_offset
82,8,4.087064711996257,282,85,pre_offset
83,0,3.678964088965498,288,441,pre_offset
83,4,11.137363399789091,288,445,pre_offset
83,8,7.557688856382655,288,449,pre_offset
84,0,7.2918023295236365,289,41,pre_offset
84,4,10.869543089444624,289,45,pre_offset
84,8,3.157038571339948,289,49,pre_offset
85,0,5.47591067318412,290,37,pre_offset
85,4,12.695498627130005,290,41,pre_offset
85,8,4.112314030717557,290,45,pre_offset
86,0,8.949643769345885,292,293,pre_offset
86,4,9.525758470843671,292,297,pre_offset
86,8,1.4415405745440444,292,301,pre_offset
87,0,8.953632248313504,295,341,pre_offset
87,4,7.439263119116982,295,345,pre_offset
88,0,9.577540236144872,296,241,pre_offset
88,4,9.04868904538543,296,245,pre_offset
88,8,0.2992205201438641,296,249,pre_offset
89,0,9.342958959153188,297,21,pre_offset
89,4,8.344195685561392,297,25,pre_offset
90,0,8.782009292928734,300,85,pre_offset
90,4,9.006242295937755,300,89,pre_offset
90,8,0.46646895507755,300,93,pre_offset
91,0,3.0689330499538827,309,393,pre_offset
91,4,10.723312539927552,309,397,pre_offset
91,8,6.135574289545867,309,401,pre_offset
92,0,2.938030711623359,310,373,pre_offset
92,4,11.620800851207893,310,377,pre_offset
92,8,6.932999172709719,310,381,pre_offset
93,0,7.1421402542295445,311,305,pre_offset
93,4,11.216592114407863,311,309,pre_offset
93,8,2.55786029747759,311,313,pre_offset
94,0,8.792070465671587,315,229,pre_offset
94,4,8.344388510539051,315,233,pre_offset
95,0,6.756882008466424,316,333,pre_offset
95,4,11.274554958056871,316,337,pre_offset
95,8,3.458267272888406,316,341,pre_offset
96,0,2.708852498984986,326,345,pre_offset
96,4,12.086589996835094,326,349,pre_offset
96,8,8.603555962844222,326,353,pre_offset
96,12,0.5284431453680187,326,357,pre_offset
97,0,4.912738400886554,327,465,pre_offset
97,4,13.46744263990494,327,469,pre_offset
97,8,4.781750694016562,327,473,pre_offset
98,0,2.754925378803682,336,429,pre_offset
98,4,11.039791994896108,336,433,pre_offset
98,8,5.411354734165382,336,437,pre_offset
99,0,8.074321992538021,338,165,pre_offset
99,4,7.854731733299134,338,169,pre_offset
100,0,8.961003781540851,342,41,pre_offset
100,4,8.903352005277602,342,45,pre_offset
100,8,0.4713806297726829,342,49,pre_offset
101,0,5.498783993950075,343,473,pre_offset
101,4,12.482417575104641,343,477,pre_offset
101,8,5.336596350829225,343,481,pre_offset
102,0,3.427930091486526,346,49,pre_offset
102,4,11.262320612497769,346,53,pre_offset
102,8,7.810965760529085,346,57,pre_offset
102,12,0.4619005365558475,346,61,pre_offset
103,0,9.730411171192983,348,49,pre_offset
103,4,9.442686941409937,348,53,pre_offset
103,8,1.8940510894025073,348,57,pre_offset
104,0,9.133255338985924,349,149,pre_offset
104,4,9.178919672351961,349,153,pre_offset
104,8,1.2445482509629828,349,157,pre_offset
105,0,5.180680531320259,357,349,pre_offset
105,4,13.511258029536044,357,353,pre_offset
105,8,5.9136706135098756,357,357,pre_offset
106,0,2.784845073419888,368,29,pre_offset
106,4,10.922017719307842,368,33,pre_offset
106,8,7.627556435813496,368,37,pre_offset
106,12,0.6587260352165822,368,41,pre_offset
107,0,5.097891398760591,370,405,pre_offset
107,4,13.46983177925534,370,409,pre_offset
107,8,4.633669062288947,370,413,pre_offset
108,0,7.142850206619866,372,365,pre_offset
108,4,9.879887956120797,372,369,pre_offset
108,8,2.1966534865617073,372,373,pre_offset
109,0,7.503909684728197,374,421,pre_offset
109,4,11.762651939724247,374,425,pre_offset
109,8,3.99237327877739,374,429,pre_offset
110,0,4.799975914070838,384,349,pre_offset
110,4,12.782530447835725,384,353,pre_offset
110,8,4.991706000428587,384,357,pre_offset
111,0,2.859503420735694,386,249,pre_offset
111,4,10.72987902862956,386,253,pre_offset
111,8,6.939109322143306,386,257,pre_offset
112,0,5.491591404178448,395,157,pre_offset
112,4,13.215247730207107,395,161,pre_offset
112,8,5.030835140982729,395,165,pre_offset
113,0,3.0353518790803244,397,221,pre_offset
113,4,11.78913350445044,397,225,pre_offset
113,8,8.966142831343857,397,229,pre_offset
113,12,1.4033493593077324,397,233,pre_offset
114,0,10.7458824224879,399,225,pre_offset
114,4,10.470804166340706,399,229,pre_offset
114,8,3.456135785452512,399,233,pre_offset
115,0,9.361372526834689,400,329,pre_offset
115,4,9.929161070434638,400,333,pre_offset
115,8,3.5194056240013984,400,337,pre_offset
116,0,6.75143197015913,406,261,pre_offset
116,4,9.728301252044345,406,265,pre_offset
116,8,0.7154852215181491,406,269,pre_offset
117,0,5.368751501690322,408,433,pre_offset
117,4,12.512342399866071,408,437,pre_offset
117,8,3.975828884146548,408,441,pre_offset
118,0,9.011209689781262,413,249,pre_offset
118,4,8.198632557173827,413,253,pre_offset
119,0,7.094043927239005,417,401,pre_offset
119,4,11.057751223746735,417,405,pre_offset
119,8,2.733389503932193,417,409,pre_offset
120,0,8.246234189975972,419,217,pre_offset
120,4,7.553001087673302,419,221,pre_offset
121,0,8.797870398789422,426,285,pre_offset
121,4,8.45720970024873,426,289,pre_offset
122,0,7.440508068642141,430,245,pre_offset
122,4,11.899406003852542,430,249,pre_offset
122,8,3.594014392383828,430,253,pre_offset
123,0,9.043472590185798,431,453,pre_offset
123,4,8.524242159693697,431,457,pre_offset
123,8,0.46578351841702115,431,461,pre_offset
124,0,8.883930238055443,436,129,pre_offset
124,4,9.335173333651282,436,133,pre_offset
124,8,1.1554359605146736,436,137,pre_offset
125,0,3.5036449273374304,440,181,pre_offset
125,4,11.07054721500851,440,185,pre_offset
125,8,6.065714537316085,440,189,pre_offset
126,0,8.706999572764593,443,361,pre_offset
126,4,8.782860529831437,443,365,pre_offset
126,8,0.5698578837788081,443,369,pre_offset
127,0,4.934179658441962,444,137,pre_offset
127,4,12.509613072427406,444,141,pre_offset
127,8,3.750366824654756,444,145,pre_offset
128,0,5.02791250033442,445,221,pre_offset
128,4,13.646192743133227,445,225,pre_offset
128,8,8.01158573048239,445,229,pre_offset
128,12,0.5514442981724335,445,233,pre_offset
129,0,7.141188558430825,446,485,pre_offset
129,4,10.089564506192394,446,489,pre_offset
129,8,0.9005708449936356,446,493,pre_offset
130,0,2.9616371195009714,448,17,pre_offset
130,4,11.456479465653286,448,21,pre_offset
130,8,7.619833248636226,448,25,pre_offset
131,0,7.116349744438097,450,9,pre_offset
131,4,11.880561224638683,450,13,pre_offset
131,8,3.0127965516609967,450,17,pre_offset
132,0,5.294522851421577,453,77,pre_offset
132,4,12.402420532187076,453,81,pre_offset
132,8,3.9232314272184716,453,85,pre_offset
133,0,9.357888174622634,454,477,pre_offset
133,4,9.232434990874644,454,481,pre_offset
134,0,9.919695201874458,458,281,pre_offset
134,4,9.223538712777279,458,285,pre_offset
134,8,2.0941163786776347,458,289,pre_offset
135,0,3.135201644017289,460,105,pre_offset
135,4,11.297281416382438,460,109,pre_offset
135,8,7.772124593596382,460,113,pre_offset
136,0,2.655962889913988,462,461,pre_offset
136,4,12.24279823364131,462,465,pre_offset
136,8,7.0794622970519345,462,469,pre_offset
137,0,2.780866301897693,470,217,pre_offset
137,4,11.761732080917225,470,221,pre_offset
137,8,8.428581250606356,470,225,pre_offset
137,12,0.5245025182425157,470,229,pre_offset
138,0,9.200329936589954,473,221,pre_offset
138,4,9.599210269116952,473,225,pre_offset
138,8,0.8242111466731927,473,229,pre_offset
139,0,6.361256192113174,474,309,pre_offset
139,4,11.256228672581972,474,313,pre_offset
139,8,3.3466615497462064,474,317,pre_offset
140,0,5.415933277857521,476,365,pre_offset
140,4,11.667610627216119,476,369,pre_offset
140,8,4.364521447076018,476,373,pre_offset
141,0,6.44875253999244,481,73,pre_offset
141,4,9.564077135029446,481,77,pre_offset
141,8,1.2440967979472766,481,81,pre_offset
142,0,6.637076421016804,485,97,pre_offset
142,4,10.132355675770238,485,101,pre_offset
142,8,2.177708009417364,485,105,pre_offset
143,0,4.973948267722526,489,233,pre_offset
143,4,13.028390794487311,489,237,pre_offset
143,8,4.8367280238822685,489,241,pre_offset
144,0,7.670606312733634,490,297,pre_offset
144,4,11.702534700370265,490,301,pre_offset
144,8,4.059416006609241,490,305,pre_offset
145,0,8.895556358130701,493,45,pre_offset
145,4,7.462436370753016,493,49,pre_offset
146,0,6.739888229958005,496,449,pre_offset
146,4,10.329636642914208,496,453,pre_offset
146,8,0.9885898961147058,496,457,pre_offset
1,0.9918764710732245,5.170243345999144,8,357,post_offset
1,4.991876471073224,14.106219614709106,8,361,post_offset
1,8.991876471073224,5.901939183072246,8,365,post_offset
2,1.0189591708020802,4.585978872720595,11,437,post_offset
2,5.018959170802081,12.133286168115136,11,441,post_offset
2,9.01895917080208,3.27001246160715,11,445,post_offset
3,1.038714501724707,7.012547289367175,12,185,post_offset
3,5.038714501724707,10.50171464138143,12,189,post_offset
3,9.038714501724707,1.8751664302032394,12,193,post_offset
4,1.0060515912770274,4.979727619040562,14,257,post_offset
4,5.006051591277028,12.720569401825637,14,261,post_offset
4,9.006051591277027,4.6800091124987375,14,265,post_offset
5,1.0234370895687452,6.932602843700945,16,121,post_offset
5,5.023437089568745,11.267518276803223,16,125,post_offset
5,9.023437089568745,3.5564995953069456,16,129,post_offset
6,1.0366874175121048,9.021927964826032,20,457,post_offset
6,5.036687417512105,8.492180490806742,20,461,post_offset
7,0.9976350786239404,2.722269329364949,25,197,post_offset
7,4.99763507862394,10.91224760822385,25,201,post_offset
7,8.99763507862394,5.972011280702767,25,205,post_offset
8,0.9791680858179707,2.919021217273927,28,81,post_offset
8,4.979168085817971,11.299578992281498,28,85,post_offset
8,8.979168085817971,8.053644303446676,28,89,post_offset
9,0.9886643424473526,3.0720582631844713,29,297,post_offset
9,4.988664342447352,11.481415673101521,29,301,post_offset
9,8.988664342447352,6.8476032251258685,29,305,post_offset
10,0.9848272526596729,2.853990764867681,35,97,post_offset
10,4.984827252659673,10.994548799376023,35,101,post_offset
10,8.984827252659674,7.668141322615149,35,105,post_offset
11,0.999118496315946,5.023713136490561,38,313,post_offset
11,4.999118496315946,13.212560762163328,38,317,post_offset
11,8.999118496315946,5.4242041820758224,38,321,post_offset
12,1.0515385162335311,6.848557290070132,43,73,post_offset
12,5.051538516233531,10.22872243629718,43,77,post_offset
12,9.051538516233531,0.7001821325376154,43,81,post_offset
13,1.0119584005692945,7.45098782444649,55,273,post_offset
13,5.011958400569295,12.043028876737402,55,277,post_offset
13,9.011958400569295,4.686849139317038,55,281,post_offset
14,1.0213057834918402,7.467270875862237,56,189,post_offset
14,5.02130578349184,11.262259900939334,56,193,post_offset
14,9.02130578349184,3.8764758128105696,56,197,post_offset
15,1.0058142979366154,2.6643118062120563,61,65,post_offset
15,5.005814297936615,10.569628299804377,61,69,post_offset
15,9.005814297936615,4.9174959543319074,61,73,post_offset
16,1.0414815757617595,9.287096369941361,63,405,post_offset
16,5.041481575761759,7.769825378245651,63,409,post_offset
17,1.0337449998265473,10.405756938670741,64,117,post_offset
17,5.033744999826547,10.667262792547426,64,121,post_offset
17,9.033744999826547,3.200064056444036,64,125,post_offset
18,1.0081194687180817,5.199766725306865,67,105,post_offset
18,5.008119468718082,12.98437992632471,67,109,post_offset
18,9.008119468718082,4.259937219095011,67,113,post_offset
19,1.0325056320703465,8.664964227976368,70,137,post_offset
19,5.032505632070347,8.986826288316077,70,141,post_offset
20,0.9765174783145913,2.777860163827357,72,293,post_offset
20,4.976517478314591,12.129377991038767,72,297,post_offset
20,8.976517478314591,7.831935734484123,72,301,post_offset
20,12.976517478314591,0.33180041967705265,72,305,post_offset
21,1.008428503991103,5.203804921528696,78,85,post_offset
21,5.008428503991103,12.19799554368897,78,89,post_offset
21,9.008428503991103,4.604248257952621,78,93,post_offset
22,1.000628257739684,3.301554075665199,81,413,post_offset
22,5.000628257739684,10.868780060316887,81,417,post_offset
22,9.000628257739685,5.6660317289318956,81,421,post_offset
23,1.0375555647287684,6.967352603999898,85,449,post_offset
23,5.037555564728768,10.227158063099981,85,453,post_offset
23,9.037555564728768,2.3434227544240787,85,457,post_offset
24,1.058001561504937,9.405885713701181,88,353,post_offset
24,5.058001561504937,8.822254334739979,88,357,post_offset
24,9.058001561504938,0.8977291426472721,88,361,post_offset
25,1.0405505052846817,9.264872064831625,90,173,post_offset
25,5.040550505284681,7.966201102674105,90,177,post_offset
26,0.9968117481610986,3.201939703245774,101,389,post_offset
26,4.9968117481610985,10.529489638904533,101,393,post_offset
26,8.996811748161099,6.275873715917184,101,397,post_offset
27,1.0116208460905871,5.493129935734048,103,33,post_offset
27,5.011620846090587,12.413699515347476,103,37,post_offset
27,9.011620846090587,4.062940511847515,103,41,post_offset
28,1.0364057669962845,6.428886162414453,105,277,post_offset
28,5.0364057669962845,10.726047712848752,105,281,post_offset
28,9.036405766996285,2.0563303932648918,105,285,post_offset
29,0.9680697075514064,3.617676236559719,107,461,post_offset
29,4.968069707551407,12.132118614949494,107,465,post_offset
29,8.968069707551406,8.890313441359085,107,469,post_offset
29,12.968069707551406,1.2455540436623092,107,473,post_offset
30,1.0275031040719775,7.116547071209877,108,249,post_offset
30,5.027503104071977,11.481153557570082,108,253,post_offset
30,9.027503104071977,3.0788728241524113,108,257,post_offset
31,0.9874081052341775,3.0395938231869972,113,433,post_offset
31,4.987408105234177,11.035515708055293,113,437,post_offset
31,8.987408105234177,7.223676368411866,113,441,post_offset
32,1.0300149241434584,8.912868691384778,118,33,post_offset
32,5.030014924143458,10.169720600759915,118,37,post_offset
32,9.030014924143458,3.4961231548993403,118,41,post_offset
33,1.0113115728646787,5.267985904870924,123,125,post_offset
33,5.011311572864678,12.408395917118934,123,129,post_offset
33,9.01131157286468,4.173246448919931,123,133,post_offset
34,0.9921786521081599,3.150527701418898,127,393,post_offset
34,4.99217865210816,11.050974585417459,127,397,post_offset
34,8.99217865210816,6.642125941562134,127,401,post_offset
35,0.9891275446975286,2.953469854805258,128,361,post_offset
35,4.989127544697529,10.820646660131677,128,365,post_offset
35,8.989127544697528,7.085416742182812,128,369,post_offset
36,0.999782811849891,2.9134180999335917,129,245,post_offset
36,4.999782811849891,10.143418550844594,129,249,post_offset
36,8.99978281184989,6.088162187047212,129,253,post_offset
37,1.0396242168759162,9.673498930587202,132,197,post_offset
37,5.039624216875916,8.324901357810033,132,201,post_offset
38,1.0198070087261326,7.1197178905306044,133,273,post_offset
38,5.019807008726133,11.393974956805668,133,277,post_offset
38,9.019807008726133,3.9266183193281057,133,281,post_offset
39,1.008609812179379,5.06880972792447,134,465,post_offset
39,5.008609812179379,12.906310565248242,134,469,post_offset
39,9.00860981217938,4.23778287918672,134,473,post_offset
40,1.0071315232548956,4.563125525332544,135,97,post_offset
40,5.007131523254896,12.825082216460128,135,101,post_offset
40,9.007131523254895,4.359877511523285,135,105,post_offset
41,1.0032792230907424,3.373508019865905,136,113,post_offset
41,5.003279223090742,10.654078398070506,136,117,post_offset
41,9.003279223090743,5.514149916983096,136,121,post_offset
42,1.0555615967970693,9.226560312436265,140,17,post_offset
42,5.0555615967970695,9.100994404434545,140,21,post_offset
42,9.05556159679707,1.0661542478632233,140,25,post_offset
43,1.0495859135020456,8.411176558297267,142,441,post_offset
43,5.049585913502046,6.378917792424063,142,445,post_offset
44,0.985941131270074,2.8674518935796076,145,353,post_offset
44,4.985941131270074,11.61995537235345,145,357,post_offset
44,8.985941131270074,7.211951885740441,145,361,post_offset
45,1.0187174103872865,4.7179837560366265,155,57,post_offset
45,5.0187174103872865,12.021086195407937,155,61,post_offset
45,9.018717410387286,3.3200743765667156,155,65,post_offset
46,1.0376179017335345,7.364335694186727,157,77,post_offset
46,5.037617901733535,10.699810827848117,157,81,post_offset
46,9.037617901733535,2.083144133420475,157,85,post_offset
47,1.000934838625449,5.057492192810794,159,357,post_offset
47,5.000934838625449,13.149722982654474,159,361,post_offset
47,9.000934838625449,5.1314250373334005,159,365,post_offset
48,1.0409565694362128,8.679923942221492,168,289,post_offset
48,5.040956569436213,7.6997339656949295,168,293,post_offset
49,0.9932251914479131,2.7051609357867394,169,437,post_offset
49,4.993225191447913,11.063750893171408,169,441,post_offset
49,8.993225191447912,6.416114906722783,169,445,post_offset
50,0.9957497945392016,3.583270276241318,170,277,post_offset
50,4.9957497945392015,10.866595533366468,170,281,post_offset
50,8.995749794539202,6.458300463783128,170,285,post_offset
51,1.0404082541211757,8.845843634648404,173,157,post_offset
51,5.040408254121176,7.7896223118893255,173,161,post_offset
52,1.0478465851983052,6.899920395392043,175,165,post_offset
52,5.047846585198306,10.116418300797255,175,169,post_offset
52,9.047846585198306,1.1877879166309684,175,173,post_offset
53,1.0524078212361834,8.986036907643687,176,41,post_offset
53,5.052407821236184,6.180586705617335,176,45,post_offset
54,1.0425525622430316,9.183641309143047,178,305,post_offset
54,5.042552562243031,7.600340360497952,178,309,post_offset
55,1.0040364220341806,4.593605453408554,181,489,post_offset
55,5.004036422034181,12.735197267196916,181,493,post_offset
55,9.004036422034181,4.787008313954718,181,497,post_offset
56,0.995425083154054,2.857501438807874,184,481,post_offset
56,4.995425083154054,11.403862645666054,184,485,post_offset
56,8.995425083154053,6.122034260863616,184,489,post_offset
57,1.0095762569885656,5.33183245405602,191,257,post_offset
57,5.009576256988566,12.865487001653719,191,261,post_offset
57,9.009576256988566,4.0577658199021815,191,265,post_offset
